age,d18o
118.05,-37.52
118.05,-37.7
118.1,-37.7
118.1,-37.63
118.15,-37.63
118.15,-37.75
118.2,-37.75
118.2,-37.88
118.25,-37.88
118.25,-37.88
118.3,-37.88
118.3,-37.78
118.35,-37.78
118.35,-37.68
118.4,-37.68
118.4,-37.59
118.45,-37.59
118.45,-37.32
118.5,-37.32
118.5,-36.92
118.55,-36.92
118.55,-37.26
118.6,-37.26
118.6,-37.17
118.65,-37.17
118.65,-37.48
118.7,-37.48
118.7,-37.31
118.75,-37.31
118.75,-37.12
118.8,-37.12
118.8,-37.3
118.85,-37.3
118.85,-37.51
118.9,-37.51
118.9,-37.2
118.95,-37.2
118.95,-36.7
119,-36.7
119,-36.82
119.05,-36.82
119.05,-36.99
119.1,-36.99
119.1,-36.98
119.15,-36.98
119.15,-36.95
119.2,-36.95
119.2,-36.35
119.25,-36.35
119.25,-36.68
119.3,-36.68
119.3,-36.69
119.35,-36.69
119.35,-35.85
119.4,-35.85
119.4,-35.8
119.45,-35.8
119.45,-35.7
119.5,-35.7
119.5,-35.6
119.55,-35.6
119.55,-35.65
119.6,-35.65
119.6,-35.45
119.65,-35.45
119.65,-35.49
119.7,-35.49
119.7,-35.35
119.75,-35.35
119.75,-34.88
119.8,-34.88
119.8,-34.68
119.85,-34.68
119.85,-34.93
119.9,-34.93
119.9,-35.01
119.95,-35.01
119.95,-34.74
120,-34.74
120,-34.81
120.05,-34.81
120.05,-34.72
120.1,-34.72
120.1,-34.52
120.15,-34.52
120.15,-34.41
120.2,-34.41
120.2,-34.32
120.25,-34.32
120.25,-34.61
120.3,-34.61
120.3,-34.48
120.35,-34.48
120.35,-34.29
120.4,-34.29
120.4,-34.35
120.45,-34.35
120.45,-34.32
120.5,-34.32
120.5,-34.2
120.55,-34.2
120.55,-34.18
120.6,-34.18
120.6,-34.03
120.65,-34.03
120.65,-33.95
120.7,-33.95
120.7,-33.81
120.75,-33.81
120.75,-33.54
120.8,-33.54
120.8,-33.66
120.85,-33.66
120.85,-33.67
120.9,-33.67
120.9,-33.39
120.95,-33.39
120.95,-33.35
121,-33.35
121,-33.34
121.05,-33.34
121.05,-33.32
121.1,-33.32
121.1,-33.14
121.15,-33.14
121.15,-32.79
121.2,-32.79
121.2,-32.85
121.25,-32.85
121.25,-32.67
121.3,-32.67
121.3,-32.7
121.35,-32.7
121.35,-32.6
121.4,-32.6
121.4,-32.69
121.45,-32.69
121.45,-32.89
121.5,-32.89
121.5,-32.64
121.55,-32.64
121.55,-32.39
121.6,-32.39
121.6,-32.43
121.65,-32.43
121.65,-32.33
121.7,-32.33
121.7,-32.46
121.75,-32.46
121.75,-32.45
121.8,-32.45
121.8,-32.35
121.85,-32.35
121.85,-32.39
121.9,-32.39
121.9,-32.37
121.95,-32.37
121.95,-32.34
122,-32.34
122,-32.26
122.05,-32.26
122.05,-32.27
122.1,-32.27
122.1,-32.15
122.15,-32.15
122.15,-32.32
122.2,-32.32
122.2,-32.34
122.25,-32.34
122.25,-32.33
122.3,-32.33
122.3,-32.3
122.35,-32.3
122.35,-32.33
122.4,-32.33
122.4,-32.36
122.45,-32.36
122.45,-32.49
122.5,-32.49
122.5,-32.59
122.55,-32.59
122.55,-32.58
122.6,-32.58
122.6,-32.64
122.65,-32.64
122.65,-32.64
122.7,-32.64
122.7,-32.49
122.75,-32.49
122.75,-32.47
122.8,-32.47
122.8,-32.68
122.85,-32.68
122.85,-32.62
122.9,-32.62
